Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"49700","1","2019-04-22 01:01:08","1","603","<python><classification><keras><k-means>","1",""
"49706","1","2019-04-22 05:36:41","0","27","<machine-learning><deep-learning><keras>","0",""
"49709","1","2019-04-22 09:25:25","2","1121","<neural-network><deep-learning><convnet><autoencoder>","1","1"
"49711","1","2019-04-22 09:53:55","1","63","<machine-learning><keras><loss-function>","0",""
"49712","1","2019-04-22 10:41:28","7","1632","<nlp><natural-language-process><stanford-nlp>","1","0"
"49718","1","2019-04-22 14:35:02","0","51","<machine-learning><preprocessing><feature-scaling>","1",""
"49720","1","2019-04-22 15:56:36","1","69","<machine-learning><neural-network><deep-learning><lstm><supervised-learning>","1",""
"49721","1","2019-04-22 16:02:27","0","50","<machine-learning><pandas><normalization><k-nn>","1",""
"49723","1","2019-04-22 17:08:26","0","25","<machine-learning><dataset><supervised-learning>","1",""
"49730","1","2019-04-22 19:10:19","0","34","<machine-learning><performance>","1",""
"49731","1","2019-04-22 19:30:29","1","277","<python><nlp>","0",""
"49739","1","2019-04-22 20:39:21","0","33","<machine-learning><keras>","0",""
"49740","1","2019-04-22 21:43:27","1","78","<classification><mnist>","1",""
"49742","1","2019-04-23 00:56:39","2","166","<variance><bias>","1",""
"49744","1","2019-04-23 02:35:08","2","751","<machine-learning><neural-network><gan><generative-models>","1",""
"49746","1","2019-04-23 05:51:19","3","1102","<xgboost><cross-validation><hyperparameter-tuning>","2",""
"49748","1","2019-04-23 05:59:57","2","35","<machine-learning>","1",""
"49751","1","2019-04-23 06:03:45","2","2051","<python>","2",""
"49752","1","2019-04-23 06:05:21","0","172","<python><neural-network>","1","1"
"49756","1","2019-04-23 06:48:26","-1","254","<machine-learning><clustering><machine-learning-model><data-science-model><data-analysis>","1",""
"49758","1","2019-04-23 07:16:14","2","1514","<python><neural-network><scikit-learn><regression><xgboost>","2","1"
"49760","1","2019-04-23 07:41:48","0","43","<machine-learning><classification><predictive-modeling><machine-learning-model>","1",""
"49761","1","2019-04-23 07:45:12","0","101","<deep-learning><nlp><natural-language-process><bayesian-networks>","1",""
"49765","1","2019-04-23 09:08:59","1","248","<machine-learning><python>","1",""
"49768","1","2019-04-23 10:04:56","0","43","<data><representation>","2",""
"49802","1","2019-04-23 11:45:56","1","51","<deep-learning><python>","1",""
"49774","1","2019-04-23 11:53:15","3","387","<predictive-modeling><data-cleaning><normalization>","2",""
"49775","1","2019-04-23 12:04:07","0","427","<python><classification><scikit-learn>","1",""
"49777","1","2019-04-23 12:20:35","0","191","<cnn><accuracy>","1",""
"49780","1","2019-04-23 12:37:02","2","445","<classification><multilabel-classification><fuzzy-logic><fuzzy-classification>","2",""
"49786","1","2019-04-23 13:46:47","0","31","<feature-selection><pca><matlab>","1",""
"49792","1","2019-04-23 14:46:18","0","1318","<python><optimization>","0",""
"49795","1","2019-04-23 16:24:51","0","906","<neural-network><cnn>","0",""
"49800","1","2019-04-23 18:18:44","0","45","<machine-learning><classification><data>","0",""
"49804","1","2019-04-23 20:44:55","0","116","<feature-selection><pca><matlab>","1",""
"49807","1","2019-04-23 22:04:24","0","1710","<python><neural-network><keras><accuracy>","1","1"
"49809","1","2019-04-23 23:44:44","0","30","<optimization><matlab><genetic-algorithms>","1",""
"50811","1","2019-04-24 01:26:57","0","90","<tensorflow><cnn><computer-vision><mnist>","0",""
"50814","1","2019-04-24 02:53:11","0","37","<machine-learning><feature-selection><feature-engineering>","1",""
"50815","1","2019-04-24 02:53:51","-1","114","<bigdata>","2","1"
"50816","1","2019-04-24 03:52:49","1","65","<machine-learning><python>","1",""
"50819","1","2019-04-24 05:15:55","0","39","<data-mining><visualization><data-analysis><tableau><powerbi>","1",""
"50820","1","2019-04-24 05:40:33","3","83","<machine-learning><deep-learning><nlp><machine-learning-model>","2","1"
"50823","1","2019-04-24 06:09:23","1","47","<decision-trees><matlab><class-imbalance><ensemble-learning>","0",""
"50824","1","2019-04-24 06:14:32","1","387","<python><nltk>","1","1"
"50825","1","2019-04-24 06:27:03","1","51","<machine-learning><deep-learning><keras><dataset><data-cleaning>","0","1"
"50829","1","2019-04-24 07:19:02","2","731","<machine-learning><python><linear-regression><machine-learning-model>","3",""
"50831","1","2019-04-24 07:42:04","0","21","<machine-learning><classification><keras><machine-learning-model><accuracy>","0",""
"50835","1","2019-04-24 08:58:28","0","37","<scikit-learn><clustering><clusters>","1",""
"50836","1","2019-04-24 09:04:45","3","878","<python><deep-learning><keras><preprocessing><recurrent-neural-net>","0",""
"50838","1","2019-04-24 09:10:38","-1","36","<classification><clustering><text-mining><natural-language-process><lda>","1",""
"50841","1","2019-04-24 09:49:27","0","27","<machine-learning><python><keras><tensorflow><pandas>","1",""
"50842","1","2019-04-24 10:03:47","0","124","<python><regression><evaluation><metric>","1",""
"50843","1","2019-04-24 10:55:38","2","71","<machine-learning><nlp><text-mining><natural-language-process><named-entity-recognition>","2",""
"50847","1","2019-04-24 11:41:22","2","148","<algorithms><k-nn>","1",""
"50849","1","2019-04-24 12:07:45","1","32","<machine-learning><text>","0","1"
"50852","1","2019-04-24 13:50:16","1","303","<feature-extraction><pca><dimensionality-reduction><predictor-importance>","1",""
"50854","1","2019-04-24 14:05:48","2","1248","<machine-learning><python><deep-learning><keras><machine-learning-model>","1",""
"50857","1","2019-04-24 14:18:16","1","46","<time-series><k-means><outlier><dbscan><anomaly>","0",""
"50859","1","2019-04-24 14:31:05","0","26","<deep-learning>","1",""
"50860","1","2019-04-24 14:38:47","0","112","<numpy><matrix>","0",""
"50863","1","2019-04-24 15:50:35","1","77","<neural-network><deep-learning><keras><prediction>","0",""
"50866","1","2019-04-24 16:41:04","2","59","<machine-learning><feature-extraction><feature-engineering>","1","1"
"50868","1","2019-04-24 17:03:19","0","125","<machine-learning><prediction>","1",""
"50870","1","2019-04-24 17:30:53","1","55","<machine-learning><data-mining><random-forest><machine-learning-model><self-study>","1","1"
"50873","1","2019-04-24 18:36:03","0","175","<autoencoder><matlab>","2",""
"50874","1","2019-04-24 18:40:40","0","39","<machine-learning><python><deep-learning><r><time-series>","1",""
"50876","1","2019-04-24 20:08:28","2","71","<machine-learning><feature-selection><logistic-regression><accuracy>","2","1"
"50887","1","2019-04-25 05:59:17","1","1202","<machine-learning><python><neural-network><keras>","1","1"
"50888","1","2019-04-25 06:15:05","0","37","<machine-learning><feature-extraction><data-science-model>","1",""
"50891","1","2019-04-25 07:19:51","0","29","<machine-learning><deep-learning><reinforcement-learning><computer-vision>","1",""
"50893","1","2019-04-25 07:52:28","3","176","<machine-learning><visualization><confusion-matrix>","1",""
"50899","1","2019-04-25 10:11:06","3","319","<class-imbalance><probability-calibration>","0","1"
"50902","1","2019-04-25 11:23:29","0","24","<neural-network><keras><time-series><recurrent-neural-net><sequence-to-sequence>","0","0"
"50904","1","2019-04-25 11:55:23","3","76","<machine-learning><data><data-analysis><encoding>","2",""
"50909","1","2019-04-25 13:21:07","0","136","<time-series><prediction><missing-data>","1",""
"50912","1","2019-04-25 13:48:22","0","48","<classification><cost-function>","1","1"
"50913","1","2019-04-25 14:02:20","0","97","<feature-engineering><machine-learning-model>","2",""
"50917","1","2019-04-25 14:53:17","1","107","<dataset><feature-selection><random-forest>","2",""
"50922","1","2019-04-25 15:30:56","0","39","<machine-learning><recommender-system>","1",""
"50925","1","2019-04-25 16:03:47","0","41","<machine-learning><predictive-modeling><features>","3",""
"50931","1","2019-04-25 18:08:28","0","19","<kernel>","0","1"
"50933","1","2019-04-25 18:23:04","-1","72","<clustering>","1",""
"50934","1","2019-04-25 18:38:32","1","137","<python><tensorflow>","2",""
"50939","1","2019-04-25 20:23:06","1","239","<python><convergence>","0",""
"50944","1","2019-04-25 21:28:20","0","468","<orange><unbalanced-classes>","3",""
"50948","1","2019-04-25 22:56:00","2","413","<machine-learning><optimization><data-science-model>","1","1"
"50949","1","2019-04-25 23:35:12","3","191","<python><neural-network><classification><keras><tensorflow>","2",""
"50955","1","2019-04-26 05:34:31","0","42","<machine-learning><classification><xgboost><class-imbalance>","0",""
"50957","1","2019-04-26 06:04:58","0","46","<neural-network><tensorflow><training>","1",""
"50958","1","2019-04-26 06:12:35","1","26","<machine-learning><neural-network><deep-learning><cnn><image-classification>","1",""
"50959","1","2019-04-26 06:31:30","1","22","<clustering>","0",""
"50966","1","2019-04-26 08:27:46","0","97","<lstm>","1",""
"50967","1","2019-04-26 08:46:11","2","179","<cross-validation><overfitting>","1",""
"50968","1","2019-04-26 09:20:36","3","481","<machine-learning><python><classification><predictive-modeling><svm>","3",""
"50971","1","2019-04-26 10:05:34","0","26","<statistics>","2",""
"50982","1","2019-04-26 13:58:13","1","50","<machine-learning><machine-learning-model><anomaly-detection><binary><anomaly>","1","1"
"50985","1","2019-04-26 14:04:32","1","591","<python><keras><tensorflow>","1",""
"50988","1","2019-04-26 14:23:59","3","42","<machine-learning><dataset><data><random-forest><training>","1",""
"50992","1","2019-04-26 16:14:47","3","67","<clustering>","2",""
"50995","1","2019-04-26 16:42:09","3","562","<machine-learning><regression>","2",""
"50997","1","2019-04-26 17:45:32","4","45","<neural-network>","1",""
"50998","1","2019-04-26 17:50:12","6","446","<neural-network><deep-learning><keras><unbalanced-classes><class-imbalance>","1","2"
"51002","1","2019-04-26 18:58:58","0","24","<neural-network>","0",""
"51007","1","2019-04-27 03:05:01","1","126","<python><nlp><nltk>","2",""
"51009","1","2019-04-27 03:29:14","1","34","<neural-network><deep-learning><normalization><feature-scaling><batch-normalization>","0",""
"51012","1","2019-04-27 08:01:57","1","46","<regression><unbalanced-classes>","1",""
"51014","1","2019-04-27 08:45:15","0","62","<neural-network><deep-learning><linear-regression><activation-function>","1",""
"51015","1","2019-04-27 10:01:57","1","31","<regression><linear-regression><kaggle>","1",""
"51020","1","2019-04-27 13:15:57","2","658","<python><recommender-system><numpy><cosine-distance>","3",""
"51024","1","2019-04-27 14:46:04","2","133","<python><predictive-modeling><numpy>","1",""
"51027","1","2019-04-27 15:00:15","4","266","<machine-learning><python><data>","2",""
"51032","1","2019-04-27 17:26:56","5","376","<performance><hardware>","1",""
"51033","1","2019-04-27 17:50:47","3","394","<machine-learning><python><prediction>","1","1"
"51034","1","2019-04-27 18:40:02","0","50","<deep-learning><nlp><lstm><rnn>","0",""
"51036","1","2019-04-27 20:04:50","1","399","<python><dataset><normalization>","2",""
"51038","1","2019-04-27 20:39:59","0","149","<python><dataset><matplotlib>","1",""
"51039","1","2019-04-27 21:23:17","1","79","<decision-trees>","1","1"
"51043","1","2019-04-27 23:02:07","1","202","<python><keras><scikit-learn><tensorflow><stacked-lstm>","0","1"
"51048","1","2019-04-28 05:58:43","0","386","<tensorflow><cnn><loss-function><heatmap>","1",""
"51049","1","2019-04-28 07:13:20","4","52","<time-series><prediction><anomaly-detection>","1","1"
"51053","1","2019-04-28 10:56:28","1","99","<tensorflow>","0",""
"51055","1","2019-04-28 12:28:06","1","265","<python>","2",""
"51056","1","2019-04-28 12:51:12","0","40","<machine-learning><automation>","1",""
"51057","1","2019-04-28 13:28:04","2","1519","<machine-learning><python><xgboost><learning-to-rank>","2","1"
"51064","1","2019-04-28 14:34:14","0","82","<keras><tensorflow><linear-regression><neural>","0",""
"51065","1","2019-04-28 14:43:17","30","19632","<nlp><encoding><attention-mechanism><transformer>","3","15"
"51069","1","2019-04-28 15:27:23","0","233","<reinforcement-learning><pytorch><dqn><openai-gym>","1",""
"51079","1","2019-04-28 19:28:10","2","137","<machine-learning><deep-learning><multiclass-classification>","1","1"
"51082","1","2019-04-28 20:31:23","2","59","<keras><linear-regression><xgboost><training><weighted-data>","1",""
"51083","1","2019-04-28 21:17:26","1","66","<classification><feature-selection><feature-extraction><pca>","1","2"
"51084","1","2019-04-28 21:54:56","0","1581","<dataset><cnn><svm><accuracy>","2",""
"51085","1","2019-04-28 22:28:17","1","48","<deep-learning><keras>","0",""
"51086","1","2019-04-28 23:24:10","2","984","<tensorflow><lstm><sequence-to-sequence><attention-mechanism><vae>","1",""
"51087","1","2019-04-29 02:35:48","1","44","<machine-learning><classification><probability><boosting><ensemble>","1","1"
"51088","1","2019-04-29 03:32:47","2","43","<machine-learning><data><feature-engineering><features>","1",""
"51092","1","2019-04-29 07:01:23","1","50","<classification><time-series>","1",""
"51095","1","2019-04-29 09:04:54","0","81","<classification><sampling><class-imbalance><binary><smote>","2",""
"51096","1","2019-04-29 09:10:16","2","155","<nlp><structured-data>","0",""
"51100","1","2019-04-29 09:47:55","3","1334","<deep-learning><classification><keras><scikit-learn><decision-trees>","1","1"
"51101","1","2019-04-29 10:03:31","2","173","<python><deep-learning><anomaly-detection>","1",""
"51102","1","2019-04-29 10:20:17","0","19","<machine-learning><classification>","1",""
"51106","1","2019-04-29 10:51:39","0","25","<python><classification><keras><multilabel-classification><natural-language-process>","1",""
"51109","1","2019-04-29 11:49:06","1","61","<machine-learning><data-mining><data>","1",""
"51112","1","2019-04-29 13:11:33","1","456","<machine-learning><python><clustering><pandas><k-means>","0",""
"51115","1","2019-04-29 13:23:52","0","61","<tensorflow><finite-precision>","0",""
"51118","1","2019-04-29 13:49:04","0","982","<python><scikit-learn><feature-selection>","1",""
"51121","1","2019-04-29 14:35:30","0","30","<python><keras>","0",""
"51122","1","2019-04-29 14:46:52","2","377","<python><neural-network><tensorflow><lstm><dropout>","0",""
"51123","1","2019-04-29 15:15:42","3","2373","<machine-learning><python><neural-network><deep-learning><keras>","2",""
"51125","1","2019-04-29 16:05:56","0","179","<time-series>","1","1"
"51127","1","2019-04-29 16:49:20","2","74","<deep-learning><convnet><recurrent-neural-net>","1",""
"51131","1","2019-04-29 17:24:10","1","296","<neural-network><keras><time-series><lstm><recurrent-neural-net>","0",""
"51132","1","2019-04-29 17:48:04","3","147","<prediction><dimensionality-reduction><feature-scaling><pipelines>","1","0"
"51136","1","2019-04-29 20:18:39","1","892","<deep-learning><regression><lstm><deep-network>","3",""
"51139","1","2019-04-29 20:46:15","0","28","<pca>","1",""
"51141","1","2019-04-29 21:43:59","4","138","<machine-learning><natural-language-process><language-model>","1","1"
"51144","1","2019-04-29 22:17:22","1","35","<machine-learning><deep-learning><time-series><optimization>","1",""
"51150","1","2019-04-30 02:02:40","0","138","<python><pytorch>","0",""
"51154","1","2019-04-30 04:18:11","0","90","<python><recommender-system><pyspark><metric>","0","0"
"51155","1","2019-04-30 05:46:53","6","2489","<machine-learning><python><scikit-learn><statistics>","3","2"
"51157","1","2019-04-30 06:03:42","0","666","<feature-scaling><batch-normalization>","1",""
"51159","1","2019-04-30 07:12:24","2","58","<python><scikit-learn>","1",""
"51167","1","2019-04-30 10:39:41","4","135","<machine-learning><classification><random-forest>","1","1"
"51170","1","2019-04-30 12:40:01","5","68","<nlp><data-mining><pandas><text-mining>","1","1"
"51173","1","2019-04-30 13:38:10","0","1445","<deep-learning><keras><tensorflow>","0",""
"51175","1","2019-04-30 13:54:11","6","129","<python><predictive-modeling><pandas><decision-trees><scipy>","3","1"
"51177","1","2019-04-30 14:25:34","1","22","<keras>","0",""
"51180","1","2019-04-30 15:09:12","-2","61","<machine-learning><python><random-forest>","1",""
"51181","1","2019-04-30 15:11:23","1","130","<python><neural-network><keras>","0",""
"51182","1","2019-04-30 15:16:04","0","375","<python><markov-hidden-model>","1",""
"51183","1","2019-04-30 15:26:02","1","37","<neural-network><deep-learning><rnn><recurrent-neural-net>","2",""
"51188","1","2019-04-30 17:09:01","9","1250","<machine-learning><classification>","2",""
"51193","1","2019-04-30 19:26:30","1","17","<svm><noise>","0","1"
"51196","1","2019-04-30 21:17:05","0","23","<similarity><information-retrieval>","1",""
"51202","1","2019-05-01 00:48:30","3","658","<deep-learning><tensorflow><lstm><rnn>","1",""
"51203","1","2019-05-01 00:50:35","0","1154","<machine-learning><python><scikit-learn>","1",""
"51206","1","2019-05-01 02:24:20","2","29","<machine-learning><nlp><text-mining><ipython>","0",""
"51214","1","2019-05-01 10:13:13","2","89","<machine-learning><classification><machine-learning-model><pca>","1",""
"51215","1","2019-05-01 10:54:25","2","463","<random-forest><decision-trees>","2","1"
"51221","1","2019-05-01 12:14:18","0","159","<neural-network><lstm><recurrent-neural-net><natural-language-process><sentiment-analysis>","1",""
"51222","1","2019-05-01 12:19:07","0","97","<supervised-learning><feature-scaling>","1",""
"51224","1","2019-05-01 12:55:31","0","1329","<scikit-learn><tfidf>","1",""
"51230","1","2019-05-01 15:35:48","0","49","<machine-learning><scikit-learn><time-series><predictive-modeling>","1",""
"51231","1","2019-05-01 15:35:57","2","163","<keras><tensorflow><training><inception><colab>","2",""
"51236","1","2019-05-01 17:00:52","0","351","<machine-learning><python><scikit-learn><training>","3","1"
"51242","1","2019-05-01 19:04:18","1","118","<python><classification><svm><tfidf><classifier>","0",""
"51243","1","2019-05-01 19:23:28","1","43","<optimization><sequence>","0",""
"51245","1","2019-05-01 20:48:29","3","26","<bigdata>","1",""
"51246","1","2019-05-01 21:22:37","1","71","<keras><cnn><rnn><implementation>","1",""
"51249","1","2019-05-01 23:50:00","3","3053","<keras><bigdata><training>","2","2"
"51259","1","2019-05-02 08:03:25","1","43","<machine-learning><neural-network><prediction><orange>","0",""
"51261","1","2019-05-02 08:35:25","0","107","<machine-learning><data-mining><semi-supervised-learning><active-learning>","1",""
"51264","1","2019-05-02 09:41:53","1","1475","<machine-learning><python><classification><keras><lstm>","1","1"
"51266","1","2019-05-02 10:48:55","0","68","<machine-learning><visualization><anomaly-detection><outlier>","2",""
"51270","1","2019-05-02 12:12:56","2","27","<dataset><fuzzy-logic>","0",""
"51275","1","2019-05-02 12:55:47","1","63","<machine-learning>","1","0"
"51276","1","2019-05-02 13:14:06","4","2585","<machine-learning><neural-network><deep-learning><pytorch><gan>","2",""
"51277","1","2019-05-02 13:34:54","0","109","<tensorflow>","0",""
"51279","1","2019-05-02 13:59:15","0","312","<deep-learning><pytorch><bert>","1",""
"51280","1","2019-05-02 14:30:07","5","6637","<neural-network><deep-learning><keras><image-classification><transfer-learning>","2","2"
"51286","1","2019-05-02 17:25:07","4","922","<python><keras><tensorflow>","1","1"
"51287","1","2019-05-02 17:52:31","0","49","<neural-network><homework>","2",""
"51295","1","2019-05-02 21:08:26","0","216","<python><pandas><dummy-variables>","1",""
"51296","1","2019-05-02 21:08:31","1","2536","<python><keras><tensorflow><autoencoder><sequence-to-sequence>","1",""
"51297","1","2019-05-02 21:39:11","0","92","<regression><predictive-modeling><data-science-model>","2","1"
"51298","1","2019-05-02 21:45:11","0","16","<bigdata><apache-hadoop>","1",""
"51302","1","2019-05-03 00:25:45","0","42","<classification><linear-regression><optimization>","1",""
"51306","1","2019-05-03 01:49:01","2","41","<machine-learning><svm>","1",""
"51311","1","2019-05-03 07:03:51","1","189","<beginner>","2",""
"51312","1","2019-05-03 07:15:12","3","89","<scikit-learn><cross-validation><machine-learning-model>","1",""
"51316","1","2019-05-03 09:52:26","1","16","<hardware>","0",""
"51317","1","2019-05-03 09:57:29","6","309","<neural-network><scikit-learn><preprocessing><feature-scaling>","2","2"
"51318","1","2019-05-03 11:57:10","0","2253","<deep-learning><keras><image-classification>","1","2"
"51319","1","2019-05-03 12:03:58","1","1519","<keras><regression><lstm><accuracy>","2",""
"51323","1","2019-05-03 12:34:59","1","243","<machine-learning><python><scikit-learn><metric>","2",""
"51324","1","2019-05-03 12:43:40","-1","124","<clustering><decision-trees>","2",""
"51325","1","2019-05-03 13:33:27","2","283","<linear-regression><pytorch>","1","4"
"51330","1","2019-05-03 16:54:01","1","47","<naive-bayes-classifier><bayesian-networks>","1",""
"51331","1","2019-05-03 17:08:22","0","32","<machine-learning><r><predictive-modeling>","1",""
"51335","1","2019-05-03 17:52:32","0","47","<logistic-regression><prediction><correlation>","1",""
"51345","1","2019-05-03 20:48:37","1","389","<neural-network><keras><loss-function>","0",""
"51346","1","2019-05-03 22:00:19","0","133","<python><xgboost>","1",""
"51348","1","2019-05-03 22:42:39","6","2956","<machine-learning><python><dataset><data-cleaning><randomized-algorithms>","1","3"
"51351","1","2019-05-04 01:42:58","1","184","<orange><orange3>","1",""
"51352","1","2019-05-04 01:45:45","2","65","<visualization>","2","1"
"51354","1","2019-05-04 04:26:38","2","146","<keras><cnn><mnist>","2",""
"51357","1","2019-05-04 05:27:36","1","240","<data-mining><similarity>","0","1"
"51358","1","2019-05-04 05:39:37","0","669","<statistics><correlation>","5","1"
"51367","1","2019-05-04 08:19:54","1","59","<machine-learning><deep-learning><nlp>","1",""
"51368","1","2019-05-04 08:25:21","4","127","<keras><cnn><image-classification><transfer-learning><bayesian-networks>","1","1"
"51371","1","2019-05-04 09:09:16","2","104","<reinforcement-learning><beginner><q-learning>","1",""
"51375","1","2019-05-04 10:23:13","8","2054","<machine-learning><python><pandas><numpy><image-preprocessing>","4","3"
"51378","1","2019-05-04 12:04:20","1","63","<machine-learning><r><hyperparameter-tuning>","0",""
"51388","1","2019-05-04 15:24:53","5","42","<dataset><sql>","1",""
"51397","1","2019-05-04 19:09:29","3","243","<python><scikit-learn><mlp><randomized-algorithms>","1",""
"51399","1","2019-05-04 19:32:14","0","39","<machine-learning><python><neural-network><keras><tensorflow>","1",""
"51402","1","2019-05-04 21:40:19","2","25","<reinforcement-learning><q-learning>","1",""
"51404","1","2019-05-04 23:29:32","8","8032","<python><nlp><word2vec><gensim>","3","1"
"51406","1","2019-05-05 00:29:50","0","78","<machine-learning><classification><machine-learning-model><class-imbalance><imbalanced-learn>","2","1"
"51408","1","2019-05-05 04:55:11","0","16","<scikit-learn><clustering>","1",""
"51409","1","2019-05-05 05:42:44","0","64","<r><predictive-modeling><statistics><forecasting><data-analysis>","1",""
"51419","1","2019-05-05 08:23:38","2","44","<machine-learning><python><machine-learning-model>","0",""
"51421","1","2019-05-05 09:14:38","0","43","<machine-learning><python><random-forest>","0",""
"51422","1","2019-05-05 09:21:05","0","44","<machine-learning><svm>","1",""
"51425","1","2019-05-05 11:40:53","1","27","<machine-learning><neural-network><linear-regression>","1","0"
"51429","1","2019-05-05 12:24:56","1","1226","<python><deep-learning><keras><cnn><computer-vision>","1",""
"51430","1","2019-05-05 12:34:36","1","71","<deep-learning><reinforcement-learning><loss-function><q-learning>","0",""
"51431","1","2019-05-05 12:46:04","1","123","<machine-learning><neural-network><deep-learning><hardware>","1",""
"51436","1","2019-05-05 13:40:51","0","2071","<python><statistics><probability><scipy>","2",""
"51443","1","2019-05-05 17:18:03","1","88","<keras><machine-learning-model>","1",""
"51444","1","2019-05-05 17:39:44","3","81","<scikit-learn><transformer>","2",""
"51450","1","2019-05-05 18:20:00","1","253","<time-series><lstm><rnn><recurrent-neural-net><forecasting>","0","1"
"51451","1","2019-05-05 18:29:18","2","69","<time-series><data><data-wrangling>","1","1"
"51452","1","2019-05-05 19:59:19","1","372","<python><convolution><pytorch>","1",""
"51453","1","2019-05-05 22:37:07","0","218","<svm><hinge-loss>","1",""
"51456","1","2019-05-06 01:11:01","2","138","<classification><lstm><feature-selection><feature-extraction><machine-learning-model>","1","1"
"51457","1","2019-05-06 01:12:08","1","89","<python>","1",""
"51463","1","2019-05-06 05:02:52","0","166","<numpy>","1",""
"51465","1","2019-05-06 06:05:24","0","346","<deep-learning><reinforcement-learning><performance>","0",""
"51467","1","2019-05-06 06:51:03","-2","204","<deep-learning><keras><multilabel-classification><labels>","2",""
"51468","1","2019-05-06 06:53:07","5","720","<machine-learning><neural-network><deep-learning><keras><prediction>","3","4"
"51470","1","2019-05-06 06:59:50","11","4264","<machine-learning><neural-network><deep-learning><keras><cnn>","2","3"
"51473","1","2019-05-06 07:13:52","1","36","<machine-learning><linear-regression><evaluation><cost-function>","1",""
"51479","1","2019-05-06 08:18:55","0","22","<machine-learning><dataset>","0",""
"51482","1","2019-05-06 09:02:09","1","242","<tensorflow><rnn>","1",""
"51489","1","2019-05-06 10:32:58","0","150","<machine-learning><keras><computer-vision><gan>","1",""
"51490","1","2019-05-06 11:11:49","0","30","<machine-learning><machine-learning-model><azure-ml>","1",""
"51491","1","2019-05-06 11:47:47","1","22","<machine-learning><neural-network><deep-learning><predictive-modeling><matlab>","0",""
"51492","1","2019-05-06 12:08:14","0","95","<r><clustering><binary><numerical>","0",""
"51497","1","2019-05-06 13:38:49","3","25","<machine-learning><rbf>","1",""
"51499","1","2019-05-06 14:26:40","1","1724","<xgboost>","0","1"
"51506","1","2019-05-06 15:52:27","0","21","<classification><feature-selection><feature-engineering>","0",""
"51509","1","2019-05-06 17:28:59","1","48","<numpy><plotting><matplotlib>","1",""
"51512","1","2019-05-06 21:04:57","1","53","<tensorflow><cnn><accuracy>","0",""
"51516","1","2019-05-07 00:57:28","2","76","<machine-learning><cross-validation>","1",""
"51518","1","2019-05-07 02:35:27","1","39","<machine-learning><feature-selection><linear-regression><orange>","0",""
"51520","1","2019-05-07 04:30:36","0","345","<machine-learning><time-series><predictive-modeling>","3",""
"51522","1","2019-05-07 04:53:18","1","1989","<machine-learning><nlp><natural-language-process><transformer><bert>","2","1"
"51526","1","2019-05-07 06:46:51","2","330","<reference-request><etl>","1",""
"51530","1","2019-05-07 06:59:20","0","62","<clustering><k-means><features>","1",""
"51532","1","2019-05-07 07:32:40","1","24","<machine-learning><neural-network><deep-learning><keras>","0","1"
"51536","1","2019-05-07 09:30:35","1","548","<python><tensorflow>","1",""
"51537","1","2019-05-07 09:57:53","0","75","<machine-learning><classification><clustering>","1",""
"51538","1","2019-05-07 10:34:39","4","588","<python><keras><cnn>","1","2"
"51542","1","2019-05-07 12:17:01","0","19","<deep-learning><numpy><plotting><matplotlib><ipython>","0",""
"51544","1","2019-05-07 13:06:36","1","25","<machine-learning><neural-network><deep-learning><keras><lstm>","1",""
"51545","1","2019-05-07 13:07:40","7","925","<machine-learning><neural-network><deep-learning><activation-function>","4","2"
"51546","1","2019-05-07 13:17:37","-2","223","<python><pandas><csv>","2",""
"51554","1","2019-05-07 13:59:10","4","1089","<python><pandas><jupyter><ipython>","3","1"
"51558","1","2019-05-07 15:21:50","0","21","<r>","1",""
"51567","1","2019-05-07 19:39:10","4","683","<predictive-modeling><missing-data><data-imputation>","3",""
"51569","1","2019-05-07 20:01:00","0","90","<machine-learning><python><scikit-learn>","1","0"
"51575","1","2019-05-07 23:47:17","1","143","<neural-network><keras>","1",""
"51576","1","2019-05-07 23:50:35","1","105","<recommender-system>","1","2"
"51578","1","2019-05-07 23:53:25","0","14","<machine-learning><deep-learning><matlab><error-handling>","0",""
"51585","1","2019-05-08 03:32:38","0","65","<python><scikit-learn><logistic-regression>","2",""
"51587","1","2019-05-08 04:03:01","2","124","<time-series><clustering><k-means>","1",""
"51590","1","2019-05-08 04:51:25","1","381","<python><random-forest>","0",""
"51591","1","2019-05-08 05:07:30","2","3321","<feature-selection><correlation>","1","1"
"51594","1","2019-05-08 07:45:51","3","168","<python><keras><tensorflow><theano>","1",""
"51595","1","2019-05-08 08:06:39","0","80","<dataset><image-recognition><mnist><ocr>","1",""
"51599","1","2019-05-08 09:07:07","1","68","<classification><regression><loss-function>","3",""
"51600","1","2019-05-08 09:34:09","1","29","<python><pandas>","1",""
"51603","1","2019-05-08 09:56:15","2","469","<deep-learning><nvidia>","1",""
"51605","1","2019-05-08 10:20:37","0","20","<data-science-model><numpy><plotting><matplotlib><ipython>","1",""
"51606","1","2019-05-08 10:45:36","0","52","<machine-learning><classification><clustering><unsupervised-learning><supervised-learning>","1",""
"51615","1","2019-05-08 13:17:04","5","1832","<machine-learning><feature-selection><decision-trees>","1","1"
"51620","1","2019-05-08 15:21:20","0","265","<machine-learning>","3",""
"51621","1","2019-05-08 16:32:01","0","30","<machine-learning><python><pandas><multiclass-classification>","2",""
"51632","1","2019-05-08 19:42:05","0","295","<data><automatic-summarization><spss>","2",""
